,0
345,"['measurements', 'turbulent', 'friction', 'smooth', 'flat', 'plate', 'supersonic', 'direct', 'measurements', 'supersonic', 'local', 'skin', 'friction', 'using', 'thefloatingelement', 'technique', 'presented', 'mach', 'numbers', 'frombulent', 'flow', 'transition', 'emphasized', 'although', 'measurementsin', 'laminar', 'regime', 'included', 'observed', 'effectof', 'compressibility', 'reduce', 'magnitude', 'turbulent', 'skinfriction', 'factor', 'two', 'mach', 'number', '45', 'areynolds', 'number', '10', 'boundarylayer', 'momentumintegral', 'equation', 'constantpressure', 'verified', 'within', 'per', 'cent', 'two', 'experimentalmethods', 'typical', 'static', 'pressure', 'measurements', 'presented', 'toshow', 'transition', 'detected', 'observing', 'disturbancesin', 'pressure', 'associated', 'changes', 'displacement', 'thicknessof', 'boundary', 'layer', 'found', 'turbulent', 'boundary', 'layer', 'cannot', 'definedexperimentally', 'values', 'less', '2000', 'whereis', 'momentum', 'thickness', 'larger', 'values', 'aunique', 'relationship', 'local', 'friction', 'coefficient', 'momentumthicknessreynolds', 'number', 'fixed', 'mach', 'number', 'theappendix', 'compares', 'present', 'measurements', '25', 'withexperimental', 'data', 'sources']"
346,"['boundary', 'layer', 'measurements', 'hypersonic', 'flow', 'experimental', 'data', 'presented', 'boundarylayer', 'formationheat', 'transfer', 'skinfriction', 'coefficient', 'mach', 'numbers', 'ofthe', 'wall', 'conical', 'nozzle', 'presence', 'favorable', 'pressuregradient', 'several', 'rates', 'heat', 'transfer', 'reynolds', 'numberbased', 'momentum', 'thickness', 'varied', '1500', '3500', 'comparison', 'made', 'data', 'lower', 'mach', 'numbers', 'withthe', 'semiempirical', 'theory', 'von', 'karman', 'existing', 'data', 'upto', 'mach', 'numbers', 'nine', 'indicate', 'agreement', 'within', '5', 'percent', 'compared', 'form', 'wilson', 'theory', 'isclear', 'effects', 'heat', 'transfer', 'pressure', 'gradients', 'presentproblems', 'require', 'extensive', 'study', 'experiment', 'inthe', 'future']"
347,"['turbulent', 'boundary', 'layer', 'compressible', 'fluids', 'continuity', 'momentum', 'energy', 'differential', 'equationsfor', 'turbulent', 'flow', 'compressible', 'fluid', 'derived', 'theapparent', 'turbulent', 'stresses', 'dissipation', 'function', 'identified', 'general', 'formula', 'skin', 'friction', 'including', 'heat', 'transferto', 'flat', 'plate', 'developed', 'thin', 'turbulent', 'boundarylayer', 'compressible', 'fluids', 'zero', 'pressure', 'gradient', 'curvesare', 'presented', 'giving', 'skinfriction', 'coefficients', 'heattransfercoefficients', 'air', 'various', 'walltofreestream', 'temperatureratios', 'freestream', 'mach', 'numbers', 'special', 'case', 'boundary', 'layer', 'insulated', 'thisgeneral', 'formula', 'yields', 'skinfriction', 'coefficients', 'higher', 'thosegiven', 'von', 'karman', 'wallproperty', 'compressiblefluid', 'formulabut', 'lower', 'given', 'von', 'karman', 'incompressiblefluidformula', 'heat', 'transfer', 'boundary', 'layerto', 'plate', 'generally', 'increases', 'friction', 'heattransfercoefficients']"
348,"['numerical', 'solution', 'boundary', 'layer', 'equationswithout', 'similarity', 'assumptions', 'crocco', 'transformation', 'combined', 'mangler', 'transformationis', 'used', 'carry', 'boundarylayer', 'problem', 'axiallysymmetric', 'blunt', 'bodies', 'form', 'suitable', 'direct', 'numericalcomputation', 'without', 'introduction', 'similarity', 'assumptions', 'conditions', 'original', 'problem', 'appear', 'infinity', 'noware', 'brought', 'finite', 'straight', 'line', 'body', 'transformedto', 'parallel', 'line', 'data', 'generated', 'stagnation', 'linethe', 'equations', 'parabolic', 'system', 'two', 'secondorder', 'equationsthe', 'boundaryvalue', 'problem', 'analogous', 'slab', 'problemfor', 'heat', 'equation', 'implicit', 'difference', 'equation', 'isused', 'reduce', 'stability', 'difficulties', 'special', 'techniques', 'formingthe', 'difference', 'equation', 'result', 'linear', 'system', 'algebraicequations', 'solved', 'given', 'line', 'integration', 'thesesolutions', 'computed', 'recursion', 'relations', 'generated', 'byback', 'substitution', 'bluntnosed', 'bodies', 'approach', 'flowmach', 'numbers', 'greater', '8', 'approximately', 'large', 'temperaturegradients', 'occur', 'across', 'thin', 'boundary', 'layer', 'dissociatedgas', 'necessary', 'use', 'realgas', 'effects', 'approximated', 'hereby', 'certain', 'fits', 'gas', 'tables', 'case', 'computed', 'howeverfor', 'lower', 'mach', 'number', 'approach', 'flow', 'using', 'perfectgas', 'theoryto', 'provide', 'standard', 'similarity', 'solutions', 'may', 'betested']"
349,"['laminar', 'jet', 'mixing', 'two', 'compressible', 'fluids', 'heat', 'release', 'laminar', 'jet', 'mixing', 'problems', 'heat', 'release', 'formulated', 'a', 'general', 'discussion', 'solution', 'problems', 'also', 'given', 'the', 'important', 'parameters', 'problems', 'brought', 'somespecific', 'cases', 'jet', 'mixing', 'problem', 'jet', 'mixing', 'onecompressible', 'fluid', 'isothermal', 'jet', 'mixing', 'two', 'compressible', 'fluidsand', 'isovel', 'jet', 'mixing', 'two', 'compressible', 'fluids', 'heat', 'release', 'arediscussed', 'detail']"
350,"['thermal', 'distributions', 'jeffreyhamel', 'flows', 'nonparallel', 'planewalls', 'authors', 'give', 'exact', 'solution', 'thermal', 'distributions', 'forthe', 'steady', 'laminar', 'flow', 'viscous', 'incompressible', 'fluid', 'nonparallelplane', 'walls', 'held', 'constant', 'temperature', 'velocityprofiles', 'determined', 'aid', 'jacobian', 'elliptic', 'functions', 'byusing', 'jefferyhamel', 'solution', 'hydrodynamic', 'problem', 'isshown', 'special', 'case', 'energy', 'equation', 'giving', 'temperatureprofiles', 'reduced', 'ordinary', 'linear', 'differentialequation', 'variable', 'coefficients', 'introduction', 'dimensionlessparameters', 'numerical', 'solutions', 'given', 'diverging', 'andconverging', 'channels', 'total', 'openings', '10degree', 'possiblecombinations', 'three', 'reynolds', 'numbers', 'five', 'prandtl', 'numbers']"
351,"['heat', 'transfer', 'sweatcooled', 'surface', 'laminarcompressible', 'flow', 'pressure', 'gradient', 'simple', 'expression', 'derived', 'normal', 'injection', 'velocitydistribution', 'theoretically', 'required', 'maintain', 'given', 'uniformtemperature', 'along', 'porous', 'surface', 'laminar', 'boundarylayerregion', 'compressible', 'flow', 'given', 'velocity', 'distributionoutside', 'boundary', 'layer', 'expression', 'valid', 'forany', 'given', 'freestream', 'mach', 'number', 'based', 'prandtlnumber', 'unity', 'assumption', 'viscosity', 'coefficientvaries', 'linearly', 'temperature', 'using', 'thedorodnitsyn', 'type', 'transformation', 'variation', 'fluid', 'propertieseven', 'case', 'zero', 'mach', 'number', 'taken', 'account', 'study', 'particular', 'practical', 'interest', 'connectionwith', 'sweatcooling', 'turbine', 'blades', 'airfoil', 'surfacesin', 'high', 'speed', 'flow', 'method', 'analysis', 'consists', 'applyingthe', 'karmanpohlhausen', 'method', 'momentum', 'andenergy', 'boundarylayer', 'equations', 'using', 'additional', 'heatbalance', 'equation', 'involving', 'coolant', 'temperature', 'closedformapproximate', 'solution', 'equations', 'derived', 'numericalexamples', 'flow', 'immediate', 'vicinity', 'stagnationpoint', 'typical', 'type', 'flow', 'turbine', 'blade', 'aregiven']"
352,"['effect', 'helium', 'injection', 'axially', 'symmetric', 'stagnationpoint', 'effective', 'means', 'protecting', 'surface', 'hypersonic', 'reentryvehicle', 'inject', 'small', 'quantities', 'lightweight', 'gas', 'theboundary', 'layer', 'porous', 'wall', 'process', 'knownas', 'masstransfer', 'cooling', 'protects', 'surface', 'two', 'ways', 'firstof', 'all', 'injected', 'gas', 'coolant', 'passes', 'reservoir', 'throughthe', 'wall', 'surface', 'considerable', 'quantity', 'heat', 'absorbed', 'asits', 'temperature', 'raised', 'reservoir', 'temperature', 'wallsurface', 'temperature', 'characteristically', 'lightweight', 'gases', 'haverelatively', 'high', 'specific', 'heats', 'secondly', 'transfer', 'mass', 'enthalpy', 'convection', 'diffusionnormal', 'surface', 'alters', 'characteristics', 'boundarylayer', 'manner', 'reduce', 'temperature', 'gradient', 'thewall', 'and', 'hence', 'conductive', 'heat', 'transfer', 'wall', 'issometimes', 'referred', 'blowing', 'effect']"
353,"['laminar', 'heattransfer', 'pressure', 'measurements', 'bluntnosedcones', 'large', 'angle', 'attack', 'tests', 'conducted', 'mach', 'number', '6', 'pibal', 'hypersonicfacility', 'order', 'determine', 'heattransfer', 'pressuredistributions', 'slender', 'blunted', 'cone', 'angles', 'attack', 'oferature', 'ratio', 'stagnation', 'wall', 'approximately', '23', 'modeltested', 'sperical', 'nose', 'diameter', '10', 'in', 'base', 'diameter', '375in', 'cone', 'halfangle', '20', 'degrees', 'measurements', 'madeat', '5', 'peripheral', 'stations', 'model', 'in', 'note', 'experimental', 'results', '15', 'degree', 'angle', 'attackare', 'presented', 'detailed', 'analysis', 'results', 'allangles', 'attack', 'presented', 'reference', '1']"
354,"['injection', 'air', 'dissociated', 'hypersonic', 'laminar', 'boundarylayer', 'first', 'approximation', 'dissociated', 'air', 'may', 'treated', 'binarymixture', 'air', 'atoms', 'air', 'molecules', 'order', 'include', 'theeffects', 'mass', 'transfer', 'boundary', 'layer', 'becomes', 'necessaryto', 'introduce', 'third', 'chemical', 'species', 'hence', 'second', 'diffusionequation', 'avoided', 'complexity', 'considering', 'injectionof', 'air', 'molecules', 'boundary', 'layer', 'hence', 'theoreticaltreatment', 'accomplished', 'within', 'framework', 'binary', 'mixture', 'gas']"
355,"['optimum', 'nose', 'curves', 'missiles', 'superaerodynamicregime', 'author', 'shows', 'differential', 'equations', 'defining', 'minimumdrag', 'body', 'shapes', 'free', 'molecule', 'flow', 'developedand', 'numerically', 'integrated', 'w', 'j', 'carter', 'amr', '11', '1958', 'revrealized', 'however', 'numerical', 'analytical', 'integration', 'thesecondorder', 'differential', 'equation', 'unnecessary', 'since', 'theflow', 'conditions', 'considered', 'first', 'integral', 'euler', 'equationcan', 'written', 'prior', 'substitution', 'expression', 'definingthe', 'pressure', 'coefficient']"
356,"['optimum', 'nose', 'shapes', 'missiles', 'superaerodynamicregion', 'mechanics', 'kinetic', 'theory', 'gases', 'employed', 'todescribe', 'drag', 'force', 'nose', 'missile', 'moving', 'superaerodynamicregion', 'atmosphere', 'three', 'separate', 'cases', 'areconsideredideal', 'specular', 'reflection', 'speculartype', 'reflectionfrom', 'slightly', 'rough', 'surface', 'surface', 'absorption', 'followed', 'byrandom', 'emission', 'striking', 'molecules', 'calculus', 'variationsis', 'employed', 'obtain', 'differential', 'equation', 'noseshape', 'minimizes', 'drag', 'force', 'three', 'cases', 'the', 'resulting', 'differential', 'equations', 'solved', 'numericalprocedure', 'drag', 'coefficients', 'optimum', 'nose', 'shapes', 'arelikewise', 'determined', 'compared', 'drag', 'coefficientsgiven', 'nose', 'shapes', 'shown', 'thatthe', 'drag', 'coefficients', 'arising', 'speculartype', 'reflections', 'occurare', 'significantly', 'dependent', 'nose', 'shape', 'surfaceabsorption', 'followed', 'random', 'emission', 'occurs', 'drag', 'coefficientis', 'strongly', 'dependent', 'either', 'missile', 'nose', 'shapeor', 'fineness', 'ratio', 'nose']"
357,"['model', 'free', 'shock', 'separation', 'turbulentboundary', 'layer', 'free', 'shockseparated', 'boundary', 'layers', 'one', 'means', 'type', 'separationwhere', 'flow', 'downstream', 'separation', 'region', 'free', 'toadjust', 'direction', 'may', 'result', 'shockboundarylayerinteraction', 'process', 'detailed', 'model', 'free', 'shockseparated', 'turbulentboundary', 'layer', 'postulated', 'pressure', 'rise', 'followingfrom', 'model', 'estimated', 'compared', 'experiments', 'resultsare', 'applied', 'prediction', 'separation', 'overexpandednozzle']"
358,"['note', 'hypersonic', 'similarity', 'law', 'unyawedcone', 'known', 'hypersonic', 'similarity', 'law', 'derived', 'forslender', 'cones', 'ogival', 'bodies', 'assumption', 'isapplicable', 'mach', 'numbers', 'low', '3', 'note', 'makes', 'use', 'ofa', 'series', 'development', 'infer', 'hypersonic', 'similarity', 'law', 'unyawedcones', 'taylormaccoll', 'differential', 'equations', 'andassociated', 'boundary', 'conditions', 'simple', 'approximate', 'formulafor', 'function', 'similarity', 'law', 'obtainedand', 'drag', 'function', 'computed', 'formula', 'comparedwith', 'kopals', 'numerical', 'results', 'and', 'slender', 'cones', 'withvon', 'karmans', 'linearized', 'formula']"
359,"['lift', 'inclined', 'bodies', 'revolution', 'hypersonic', 'flow', 'importance', 'body', 'lift', 'lies', 'fact', 'moderate', 'angles', 'ofattack', 'high', 'mach', 'number', 'constitute', 'appreciable', 'part', 'ofthe', 'total', 'lift', 'winged', 'missile', 'paper', 'attempt', 'beenmade', 'analyze', 'body', 'lift', 'hypersonic', 'flow', 'approximate', 'methodand', 'together', 'correlation', 'existing', 'experimental', 'data', 'toindicate', 'probable', 'variation', 'body', 'lift', 'wide', 'range', 'machnumbers', 'extending', 'low', 'supersonic', 'hypersonic', 'method', 'ofanalysis', 'hypersonic', 'flow', 'inclined', 'bodies', 'revolution', 'employedherein', 'denoted', 'hypersonic', 'approximation', 'improvementon', 'newtonian', 'corpuscular', 'theory', 'aerodynamics', 'since', 'itconsiders', 'centrifugal', 'forces', 'resulting', 'curved', 'paths', 'theair', 'particles', 'addition', 'impact', 'newtonian', 'forces']"
360,"['flow', 'viscous', 'liquid', 'past', 'flat', 'plate', 'smallreynolds', 'number', 'authors', 'repeat', 'earlier', 'calculations', 'piercyand', 'winny', 'proc', 'roy', 'soc', 'london', 'ser', 'a', '140', '1933earlier', 'works', 'known', 'different', 'the', 'careful', 'analysis', 'present', 'authors', 'shows', 'theskinfriction', 'coefficient', 'second', 'approximationagrees', 'perfectly', 'piercy', 'winny']"
361,"['threedimensional', 'effect', 'flutter', 'real', 'fluid', 'ref', '1', 'alternative', 'semiempirical', 'formulation', 'flutter', 'areal', 'fluid', 'given', 'accurate', 'determination', 'empiricalcoefficients', 'threedimensional', 'effect', 'finite', 'span', 'betaken', 'account', 'following', 'reissners', 'approximation', 'largeaspectratiorectangular', 'wings', 'boundaryvalue', 'problem', 'governing', 'thedownwash', 'w', 'vorticity', 'distribution']"
362,"['alternative', 'formulation', 'problem', 'flutterin', 'real', 'fluids', 'well', 'known', 'steady', 'flow', 'actual', 'lift', 'curveslope', 'somewhat', 'less', 'predicted', 'inviscid', 'flowtheory', 'even', 'small', 'angles', 'attack', 'stall', 'angle', 'approachedthe', 'lift', 'curve', 'slope', 'continually', 'decreases', 'thus', 'deviateseven', 'theoretical', 'value', 'pinkerton', 'employedthe', 'measured', 'circulation', 'determine', 'pressure', 'distributionand', 'found', 'resulting', 'prediction', 'momentis', 'considerably', 'improved', 'given', 'classical', 'theory', 'this', 'amounts', 'replacing', 'conventional', 'kuttajoukowskicondition', 'condition', 'total', 'lift', 'agree', 'withthe', 'measured', 'value', 'this', 'turn', 'completely', 'determines', 'theflow', 'pattern', 'practically', 'accomplished', 'giving', 'afictitious', 'camber', 'profile', 'since', 'potential', 'flow', 'theory', 'isvalid', 'outside', 'boundary', 'layer', 'boundarylayerthickness', 'known', 'potential', 'flow', 'may', 'corrected', 'thedisplacement', 'thickness', 'viscous', 'wake', 'appropriatesource', 'distributions', 'boundary', 'layer', 'cannot', 'evaluatedof', 'course', 'potential', 'flow', 'known', 'circulation', 'isapplied', 'criterion', 'determine', 'circulation', 'generalizingthe', 'kuttajoukowski', 'condition', 'proposed', 'prestonand', 'spence', 'assuming', 'pressure', 'trailing', 'edgeshall', 'value', 'determined', 'potentialflowvalues', 'airfoil', 'procedure', 'givesqualitative', 'information', 'concerning', 'viscous', 'effects', 'steadyflow']"
363,"['method', 'analysing', 'insulating', 'properties', 'ofthe', 'laminar', 'compressible', 'boundary', 'layer', 'cooling', 'problems', 'associated', 'high', 'energy', 'flowsit', 'may', 'convenient', 'localize', 'strongly', 'cooling', 'exampleby', 'injecting', 'coolant', 'upstream', 'porous', 'stripand', 'depend', 'insulating', 'properties', 'boundary', 'layerto', 'reduce', 'eliminate', 'completely', 'need', 'coolingon', 'surface', 'downstream', 'highly', 'cooled', 'section', 'thisupstream', 'cooling', 'technique', 'may', 'interest', 'connection', 'withoptical', 'windows', 'hypersonic', 'wind', 'tunnels', 'radomeswings', 'bodies', 'highspeed', 'aircraft', 'missiles', 'paper', 'method', 'investigating', 'insulating', 'propertiesof', 'laminar', 'compressible', 'boundary', 'layer', 'twodimensionalsurface', 'zero', 'heat', 'transfer', 'presented', 'physicalsituation', 'considered', 'thus', 'corresponds', 'case', 'theheat', 'transfer', 'downstream', 'strongly', 'cooled', 'section', 'completelyeliminated', 'practical', 'concern', 'temperatureof', 'uncooled', 'surface', 'varies', 'downstream', 'directionfrom', 'low', 'initial', 'value', 'thus', 'low', 'energy', 'layerestablished', 'upstream', 'cooling', 'insulates', 'downstreamsurface', 'karman', 'integral', 'method', 'extended', 'momentumand', 'energy', 'partial', 'differential', 'equations', 'boundary', 'layerhas', 'used', 'station', 'cooling', 'injectionceases', 'corresponds', 'discontinuity', 'boundary', 'conditionsand', 'thus', 'solutions', 'point', 'flux', 'mass', 'momentumand', 'energy', 'within', 'boundary', 'layer', 'made', 'continuousby', 'introduction', 'three', 'additional', 'parameters', 'velocityand', 'stagnation', 'enthalpy', 'profiles', 'thus', 'velocity', 'stagnationenthalpy', 'profiles', 'taken', 'sixth', 'degreepolynomials', 'resulting', 'two', 'integraldifferential', 'equationsare', 'solved', 'two', 'unknown', 'functions', 'distance', 'alongthe', 'wall', 'two', 'functions', 'related', 'boundarylayerthickness', 'wall', 'temperature', 'initial', 'conditions', 'correspondingto', 'given', 'initial', 'wall', 'temperature', 'initial', 'boundarylayerthickness', 'prescribed', 'exact', 'closedform', 'solutionsfor', 'case', 'zero', 'axial', 'pressure', 'gradient', 'obtained', 'forflows', 'significant', 'pressure', 'gradients', 'numerical', 'solutionsare', 'required', 'general', 'several', 'numerical', 'examples', 'practicalinterest', 'presented']"
